split,accuracy,roc_auc,recall,precision,f1
train,0.9582487969521352,0.966463169419565,0.6403117531117618,0.6857088267532072,0.6622331925304906
holdout,0.9525711009419061,0.9512034640718812,0.5850011759613828,0.6467364149751592,0.6143216965715043
